ytid,start_s,end_s,labels,Scream,Shout,Crying,Explosion,Gunshot,Glass,Siren,Alarm
uOlxp8OzzTo,30.0,40.0,"/m/03kmc9,/m/09x0r",0,0,0,0,0,0,1,0
EDOVSgpdS2Q,30.0,40.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
Pz6j4BUva64,0.0,9.0,/m/014zdl,0,0,0,1,0,0,0,0
6IftpbkdL1Y,70.0,80.0,"/m/06_fw,/m/09x0r",0,0,0,0,0,0,0,0
AaENBBtrL3o,30.0,40.0,"/m/03kmc9,/m/0dgbq",0,0,0,0,0,0,1,0
xoHaU3AwqO8,30.0,40.0,"/m/01sm1g,/m/04rlf,/m/0l14md",0,0,0,0,0,0,0,0
V7C1mwv7H6c,220.0,230.0,"/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
jAmXQfqM-4M,60.0,70.0,"/m/012ndj,/m/03j1ly,/m/03kmc9",0,0,0,0,0,0,1,0
iH-YmWxse4M,120.0,130.0,"/m/09x0r,/m/0g6b5",0,0,0,1,0,0,0,0
UYJfvYUbE-k,0.0,10.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
vizUXJFUq1Y,10.0,20.0,"/m/015lz1,/m/04rlf",0,0,0,0,0,0,0,0
aryDW6xC0L0,30.0,40.0,/m/012ndj,0,0,0,0,0,0,1,0
carxZSrRySI,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
-NromfAJyZs,30.0,40.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
DPwULFs_NOA,110.0,120.0,/m/0g6b5,0,0,0,1,0,0,0,0
xtZQfhQFjIU,40.0,50.0,"/m/04rlf,/m/064t9",0,0,0,0,0,0,0,0
BR_mM9aKV94,1.0,11.0,"/m/014zdl,/m/09x0r",0,0,0,1,0,0,0,0
FdeHk3CjgB0,0.0,10.0,"/m/039jq,/m/07pc8lb,/m/09x0r,/m/0k4j",0,0,0,0,0,1,0,0
ja5_3urXc9E,180.0,190.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
85aZxYO8Jo0,30.0,40.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
GRTS2czOWdk,20.0,30.0,"/m/0342h,/m/039jq,/m/04rlf",0,0,0,0,0,1,0,0
2FsW23lxbBY,30.0,40.0,"/m/03qc9zr,/m/04rlf",1,0,0,0,0,0,0,0
IqmAqjP0V-c,30.0,40.0,/t/dd00002,0,0,1,0,0,0,0,0
kogl199Awl0,0.0,10.0,"/m/07qz6j3,/t/dd00002",0,0,1,0,0,0,0,0
-FHYoiyXjVo,30.0,40.0,/m/03kmc9,0,0,0,0,0,0,1,0
PgijXVt-UQU,30.0,40.0,"/m/012n7d,/m/02mfyn,/m/03j1ly,/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,1
D-kGeAU-tAI,30.0,40.0,"/m/0463cq4,/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
LJ5C3qSWiHE,10.0,20.0,/m/032s66,0,0,0,0,1,0,0,0
9F9j8DshAvY,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
f-r3G_bZoxs,10.0,20.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
YYcc6tXYXnU,30.0,40.0,/m/07pp_mv,0,0,0,0,0,0,0,1
zu53y8M2xBc,20.0,30.0,"/m/032s66,/m/073cg4",0,0,0,0,1,0,0,0
VNIhcuKO0wQ,0.0,10.0,"/m/04rlf,/m/07p6fty,/m/09x0r,/t/dd00126",0,1,0,0,0,0,0,0
qh_dJQOBFzU,310.0,320.0,"/m/026z9,/m/04rlf,/m/08cyft",0,0,0,0,0,0,0,0
PSCFoGriA7o,40.0,50.0,"/m/039jq,/m/04rlf,/m/04szw,/m/0l14md",0,0,0,0,0,1,0,0
Yo9Yo6u6uZw,20.0,30.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
rJ10JqTnpiA,0.0,10.0,"/m/032s66,/m/073cg4",0,0,0,0,1,0,0,0
ReEslfvn-BQ,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
EJucDkHyC_U,120.0,130.0,"/m/032s66,/m/0_1c",0,0,0,0,1,0,0,0
ohUpuIJo44M,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
Xhw_7i7IWIQ,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
gM1OcpkBrdk,7.0,17.0,/m/04rlf,0,0,0,0,0,0,0,0
ZkLqM5c8vbc,320.0,330.0,"/m/04rlf,/m/09x0r,/m/0c3f7m",0,0,0,0,0,0,0,1
VCIm4ljZWac,30.0,40.0,/m/02mfyn,0,0,0,0,0,0,0,1
-l_LL2W4TxM,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
AhOUAGaPqjU,50.0,60.0,/m/0c3f7m,0,0,0,0,0,0,0,1
oxEPOW0_nnE,540.0,550.0,"/m/034srq,/m/05kq4,/m/07yv9,/m/09x0r,/m/0k5j",0,0,0,0,0,0,0,0
yznDLT9yyuE,100.0,110.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
HUa2zrajF-g,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
-ZeMV790MXE,10.0,20.0,"/m/03j1ly,/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,0
5AtdNZxX0Z8,0.0,10.0,"/m/039jq,/m/07q7njn",0,0,0,0,0,1,0,0
wng1ep_j6dw,80.0,90.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
h_AeB-1Ye2I,280.0,290.0,"/m/03qc9zr,/m/09x0r,/m/0ytgt",1,0,0,0,0,0,0,0
EnYRcDTV_s8,280.0,290.0,"/m/012n7d,/m/03j1ly,/m/03kmc9",0,0,0,0,0,0,1,0
xyIcscTWV98,30.0,40.0,"/m/04rlf,/m/07qz6j3,/t/dd00002",0,0,1,0,0,0,0,0
RIBa5WJgRBo,0.0,10.0,"/m/02_nn,/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
9zTEdwrwD_0,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
ut9DrtDMqhM,2.0,12.0,"/m/03j1ly,/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,0
o99WkzL9xh4,7.0,17.0,/t/dd00002,0,0,1,0,0,0,0,0
qFKvUT7sh14,10.0,20.0,"/m/09x0r,/t/dd00128",0,0,0,0,0,0,0,0
Pi3R9TBcWck,440.0,450.0,"/m/02_41,/m/039jq,/m/04rlf",0,0,0,0,0,1,0,0
9dg91_16cqM,30.0,40.0,"/m/028ght,/m/03qc9zr,/m/04rlf",1,0,0,0,0,0,0,0
pM-0aSW289M,230.0,240.0,"/m/03qtwd,/t/dd00135",0,1,0,0,0,0,0,0
bXABYl3QEqY,30.0,40.0,"/m/03qc9zr,/m/04rlf,/m/0c1dj",1,0,0,0,0,0,0,0
vcPv3l4KNIs,7.0,17.0,/m/09x0r,0,0,0,0,0,0,0,0
kCL1p_7J3nk,10.0,20.0,"/m/039jq,/m/04rlf",0,0,0,0,0,1,0,0
XmKt0mBm-I8,24.0,34.0,"/m/012n7d,/m/09x0r",0,0,0,0,0,0,1,0
7NsTE5WFhM8,30.0,40.0,"/m/04rlf,/m/07yv9,/m/0k4j",0,0,0,0,0,0,0,0
PDuvf9yhbqQ,0.0,10.0,/m/032s66,0,0,0,0,1,0,0,0
c7rAitgz6js,150.0,160.0,/m/0c3f7m,0,0,0,0,0,0,0,1
-dcZ6POUhPc,190.0,200.0,/m/032s66,0,0,0,0,1,0,0,0
d8K1ggRFh50,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
VADwHI5cXwg,30.0,40.0,/m/07pp_mv,0,0,0,0,0,0,0,1
D-HH1fEG2Xg,30.0,40.0,"/m/015p6,/m/0463cq4,/m/068hy",0,0,1,0,0,0,0,0
m4wiZ3ylxbg,370.0,380.0,/m/032s66,0,0,0,0,1,0,0,0
QV8Mo_SkHlg,70.0,80.0,"/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
-DPFuEk4AKc,30.0,40.0,/m/014zdl,0,0,0,1,0,0,0,0
ZgfzUx8iHJA,10.0,20.0,"/m/04qvtq,/m/09x0r",0,0,0,0,0,0,1,0
6Yv8NkFdGqs,18.0,28.0,/t/dd00002,0,0,1,0,0,0,0,0
Sm_670Aqo5g,10.0,20.0,"/m/03kmc9,/m/0dgbq",0,0,0,0,0,0,1,0
nw4bnJoueuk,30.0,40.0,/m/0g6b5,0,0,0,1,0,0,0,0
980gUFGMSbg,310.0,320.0,/m/032s66,0,0,0,0,1,0,0,0
3Vnql2TQAuo,0.0,9.0,/m/014zdl,0,0,0,1,0,0,0,0
3Qta6wU9kwU,30.0,40.0,"/m/032s66,/m/0_1c",0,0,0,0,1,0,0,0
7BuvZEeXR6Y,390.0,400.0,/m/032s66,0,0,0,0,1,0,0,0
yAeUzjqsBOQ,30.0,40.0,/m/012n7d,0,0,0,0,0,0,1,0
DSzelthxcKQ,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
vvm0SJfDadg,70.0,80.0,"/m/03kmc9,/m/0dgbq",0,0,0,0,0,0,1,0
QNco2aCFz0I,0.0,10.0,"/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
h9bh0Dc9qrw,30.0,40.0,"/m/012n7d,/m/03j1ly,/m/03kmc9",0,0,0,0,0,0,1,0
ZnTY9f50EP4,70.0,80.0,/m/02mfyn,0,0,0,0,0,0,0,1
IxvsAS0hFgs,150.0,160.0,"/m/0342h,/m/04rlf,/m/04szw,/m/07p6fty,/m/07rwj3x,/m/09x0r",0,1,0,0,0,0,0,0
InM9CZgXz8U,460.0,470.0,"/m/04rlf,/m/09x0r,/m/0g6b5",0,0,0,1,0,0,0,0
2aDcV6zKmF8,60.0,70.0,/m/039jq,0,0,0,0,0,1,0,0
DRiPHZXK1Ts,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
YlBynMJB8WU,0.0,7.0,"/m/014zdl,/m/09x0r",0,0,0,1,0,0,0,0
4991l2RDqhs,150.0,160.0,"/m/04rlf,/m/07p6fty,/m/09x0r,/t/dd00126",0,1,0,0,0,0,0,0
S7Aw6OgZOa0,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
k__17ekajLs,300.0,310.0,"/m/04rlf,/m/07p6fty,/m/09x0r",0,1,0,0,0,0,0,0
U1QoSu9qWXY,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
G7itAkPQQb8,6.0,16.0,/m/014zdl,0,0,0,1,0,0,0,0
npvf-uwczss,120.0,130.0,"/m/01y3hg,/m/09x0r",0,0,0,0,0,0,0,1
91LUCmCNzVQ,330.0,340.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
Amm_YhCMt4I,190.0,200.0,"/m/09x0r,/m/0g6b5",0,0,0,1,0,0,0,0
qBO-JaBUHf4,30.0,40.0,"/m/032s66,/m/09x0r",0,0,0,0,1,0,0,0
rOagcgSlcvg,30.0,40.0,"/m/03kmc9,/m/0dgbq",0,0,0,0,0,0,1,0
8NyyKliIN74,50.0,60.0,"/m/0463cq4,/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
6LbgvAdN5OI,280.0,290.0,/m/032s66,0,0,0,0,1,0,0,0
7GNpKfUnjY4,19.0,29.0,"/m/04rlf,/m/068hy,/m/07rc7d9,/m/0bt9lr,/m/0jbk",0,0,0,0,0,0,0,0
--OVXP9f6qM,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
PmAp4ay9aFM,290.0,300.0,/m/09x0r,0,0,0,0,0,0,0,0
Q1ycpPgr9tk,10.0,20.0,"/m/012n7d,/m/01z5f,/m/07qf0zm",0,0,0,0,0,0,1,0
VnANyF3Pz2U,20.0,30.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
38Myw2Yf-I8,130.0,140.0,"/m/015lz1,/m/04rlf,/m/07p6fty,/m/09x0r,/t/dd00126",0,1,0,0,0,0,0,0
oL1ysh9fsnU,320.0,330.0,/m/09x0r,0,0,0,0,0,0,0,0
5chbn9ezap8,30.0,40.0,"/m/03kmc9,/m/0dgbq",0,0,0,0,0,0,1,0
M4NtMhDlAIQ,10.0,20.0,"/g/122z_qxw,/m/09x0r,/m/0g6b5,/t/dd00128",0,0,0,1,0,0,0,0
KquPFaTS1Os,30.0,40.0,"/m/02lkt,/m/04rlf,/m/07gxw",0,0,0,0,0,0,0,0
6itX6EYXqTo,30.0,40.0,"/m/03kmc9,/m/0dgbq",0,0,0,0,0,0,1,0
fWE-K3jiQdU,580.0,590.0,/m/032s66,0,0,0,0,1,0,0,0
EaI-XDVgMzc,350.0,360.0,/m/04rlf,0,0,0,0,0,0,0,0
ine4h6re8IE,60.0,70.0,/m/032s66,0,0,0,0,1,0,0,0
PH-Q6uE-Uaw,10.0,20.0,"/m/012f08,/m/012ndj,/m/03kmc9,/m/07r04,/m/07yv9",0,0,0,0,0,0,1,0
SBS6irJEIfs,4.0,14.0,"/m/04rlf,/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
hr6qh4rAHl4,10.0,20.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
Xkev5-uuBc8,30.0,40.0,/t/dd00002,0,0,1,0,0,0,0,0
Ln9odeiy0sM,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
XcVOUkNzhVg,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
wAv2ybvdAOs,40.0,50.0,"/m/03qtwd,/t/dd00135",0,1,0,0,0,0,0,0
_IjDKdlQH18,110.0,120.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
EyOVJLmcp2I,110.0,120.0,/m/04rlf,0,0,0,0,0,0,0,0
PcfJSjWmMl8,7.0,17.0,"/m/068hy,/m/0jbk,/t/dd00002",0,0,1,0,0,0,0,0
K75cKmUPdpw,27.0,37.0,"/m/012ndj,/m/03j1ly,/m/07r04,/m/07yv9,/m/09x0r",0,0,0,0,0,0,1,0
UI8XV1fVYeg,200.0,210.0,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/09x0r,/m/0fx80y",0,0,0,0,0,0,0,0
JN6ZL4q9gcU,60.0,70.0,/m/0g6b5,0,0,0,1,0,0,0,0
o69UVZJRrbc,0.0,10.0,"/m/01j3sz,/m/07p6fty,/m/09x0r",0,1,0,0,0,0,0,0
cPT4M4Uwd2k,200.0,210.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
HQhmJF417n8,70.0,80.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
wKVoF9NBd-U,90.0,100.0,"/m/09x0r,/m/0c3f7m",0,0,0,0,0,0,0,1
AUTdx-K6Ttk,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
8oiLvEak47k,30.0,40.0,/m/03kmc9,0,0,0,0,0,0,1,0
5_dZTmDLxSQ,30.0,40.0,"/m/03qc9zr,/m/04rlf,/m/0c1dj",1,0,0,0,0,0,0,0
DUDEWfQ8Uek,10.0,20.0,"/m/0463cq4,/m/07p6fty,/m/09x0r",0,1,1,0,0,0,0,0
bW3_XVcKxqE,130.0,140.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
gb5K5IjS7EA,290.0,300.0,"/m/046dlr,/m/07pp_mv,/m/09x0r",0,0,0,0,0,0,0,1
l49m9KZ6jkQ,27.0,37.0,"/m/0912c9,/m/09x0r,/t/dd00125",0,0,0,0,0,0,0,0
1tRM3HTuFyM,30.0,40.0,"/m/04rlf,/m/07s72n,/m/09x0r",0,0,0,0,0,0,0,0
Wu7BojFMqgE,80.0,90.0,/m/0c3f7m,0,0,0,0,0,0,0,1
5jgsDJHAblo,140.0,150.0,"/m/07pp_mv,/m/09x0r",0,0,0,0,0,0,0,1
2m1hSYaMjQE,30.0,40.0,"/m/09x0r,/m/0g6b5",0,0,0,1,0,0,0,0
O_xSRtXrPOM,0.0,10.0,/m/014zdl,0,0,0,1,0,0,0,0
2TFNH8MF1Yc,30.0,40.0,"/m/03j1ly,/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,0
6ztL-ySuHCk,0.0,10.0,"/m/03qc9zr,/m/09x0r,/m/0ytgt",1,0,0,0,0,0,0,0
C07OgADP2y0,10.0,20.0,"/m/03qc9zr,/m/04rlf",1,0,0,0,0,0,0,0
NJFVJ334o5k,430.0,440.0,/m/039jq,0,0,0,0,0,1,0,0
ON7PKEsEfwM,240.0,250.0,"/m/032s66,/m/04rlf",0,0,0,0,1,0,0,0
2Y6HO7CHUXo,30.0,40.0,"/m/032s66,/m/0_1c",0,0,0,0,1,0,0,0
Sv1MVsQKaPM,23.0,33.0,/t/dd00002,0,0,1,0,0,0,0,0
QIQOODNCaJk,0.0,6.0,/m/03qc9zr,1,0,0,0,0,0,0,0
2srkfPE9kuk,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
MUOvyKtLfDA,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
Z95WIsdhDco,30.0,40.0,/m/032s66,0,0,0,0,1,0,0,0
9hos2rBABmw,30.0,40.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
8P3vGvRotls,30.0,40.0,"/m/02qldy,/m/02zsn,/m/09x0r",0,0,0,0,0,0,0,0
1iG4kkFxrS8,20.0,30.0,"/m/03qc9zr,/m/04rlf,/m/09x0r",1,0,0,0,0,0,0,0
0UePQZOJw7U,0.0,5.0,/m/014zdl,0,0,0,1,0,0,0,0
xm3ShwwqXLc,220.0,230.0,"/m/032s66,/m/04rlf",0,0,0,0,1,0,0,0
yGuifXK86bE,350.0,360.0,"/m/09x0r,/m/0c3f7m",0,0,0,0,0,0,0,1
ImibfxlWSxY,0.0,10.0,"/m/01y3hg,/m/02fs_r,/m/030rvx",0,0,0,0,0,0,0,1
ZNNOJP54tpY,390.0,400.0,"/m/02lkt,/m/04rlf",0,0,0,0,0,0,0,0
il-iaQd-eao,130.0,140.0,/m/039jq,0,0,0,0,0,1,0,0
H9vN-INqDK4,9.0,19.0,"/m/014zdl,/m/07qsvvw",0,0,0,1,0,0,0,0
NjRzmXrLCJQ,140.0,150.0,"/m/04rlf,/m/07p6fty,/t/dd00126",0,1,0,0,0,0,0,0
9rsfJWtG5n0,190.0,200.0,"/g/122z_qxw,/m/09x0r,/m/0g6b5",0,0,0,1,0,0,0,0
Uk3_RecrSDc,80.0,90.0,/m/07pp_mv,0,0,0,0,0,0,0,1
2aaKI7_tBfg,20.0,30.0,"/m/01z7dr,/m/04rlf,/m/0l14gg,/t/dd00037",0,0,0,0,0,0,0,0
-NqzRgswEbI,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
YYZbf3JCFBI,30.0,40.0,"/m/01c194,/m/04rlf",0,0,0,0,0,0,0,0
XE7wFY0H6-A,470.0,480.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
y4phvI46L34,10.0,20.0,"/m/0463cq4,/t/dd00002,/t/dd00125",0,0,1,0,0,0,0,0
lzMhswQC-CM,340.0,350.0,"/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
AR2fKjqtWTo,0.0,8.0,"/m/09x0r,/m/0g6b5",0,0,0,1,0,0,0,0
JFFapa_PqPg,17.0,27.0,"/m/04rlf,/t/dd00002",0,0,1,0,0,0,0,0
Wh44XPs16JQ,110.0,120.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
xx-BlS8-uE4,150.0,160.0,/m/014zdl,0,0,0,1,0,0,0,0
-RAdrtCW1hI,70.0,80.0,"/m/032s66,/m/073cg4",0,0,0,0,1,0,0,0
RLo7i2_-f7w,210.0,220.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
T42NJA_H9mo,60.0,70.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
dy7fuT6ASjc,110.0,120.0,"/m/02cjck,/m/04rlf",0,0,0,0,0,0,0,0
8XoFQvKnc3U,120.0,130.0,/m/032s66,0,0,0,0,1,0,0,0
v4lvGVVvPLk,560.0,570.0,"/m/09x0r,/m/0g6b5",0,0,0,1,0,0,0,0
_sH8nIJFn6M,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
yWDTG35SFgA,10.0,20.0,"/m/0463cq4,/m/09x0r,/t/dd00002,/t/dd00125",0,0,1,0,0,0,0,0
p5dwgtNbwWw,90.0,100.0,"/m/015lz1,/m/03qtwd,/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
3JFXgcQ5x5Y,9.0,19.0,/m/09x0r,0,0,0,0,0,0,0,0
cNv_MciBjzI,430.0,440.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
6xysRIcH_ps,30.0,40.0,"/m/012ndj,/m/03j1ly,/m/07yv9,/m/09x0r",0,0,0,0,0,0,1,0
5wT1PIq9k-I,0.0,10.0,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y",0,0,0,0,0,0,0,0
VyROplv_qAE,30.0,40.0,"/m/030rvx,/m/07pp_mv,/t/dd00125",0,0,0,0,0,0,0,1
ZlOXIgq3_sc,110.0,120.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
3tRHKIVsLj8,180.0,190.0,"/m/039jq,/m/04rlf,/m/07rn7sz",0,0,0,0,0,1,0,0
--PG66A3lo4,80.0,90.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
AxCPH9jYjsY,30.0,40.0,"/m/04rlf,/t/dd00034",0,0,0,0,0,0,0,0
8J3AVucOV0E,30.0,40.0,/m/03kmc9,0,0,0,0,0,0,1,0
Q5_cCAmEM24,30.0,40.0,"/m/026t6,/m/04rlf,/m/04szw",0,0,0,0,0,0,0,0
ekMl2HLgPqo,3.0,13.0,"/m/014zdl,/m/04rlf,/m/07qsvvw,/m/09x0r",0,0,0,1,0,0,0,0
pIIPiMEE0T4,380.0,390.0,"/m/03j1ly,/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,0
DO7QuHOeS2M,50.0,60.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
yASSsS9q6mY,11.0,21.0,/m/03qc9zr,1,0,0,0,0,0,0,0
9Tc_YtdnqN8,100.0,110.0,/m/032s66,0,0,0,0,1,0,0,0
GLHUNDaGGwg,30.0,40.0,/m/0c3f7m,0,0,0,0,0,0,0,1
eesWRPDG6ZI,310.0,320.0,"/m/0463cq4,/m/04rlf,/m/09x0r",0,0,1,0,0,0,0,0
qPL1WveYAZk,0.0,10.0,"/m/039jq,/m/04rlf,/m/07rn7sz",0,0,0,0,0,1,0,0
yJFhmV4a-z8,10.0,20.0,/m/039jq,0,0,0,0,0,1,0,0
zojRJTc9uag,90.0,100.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
3O4etBY6e6U,160.0,170.0,"/m/03qc9zr,/m/0c1dj",1,0,0,0,0,0,0,0
HyrBo1x-qlU,27.0,37.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
2JnLNbCUJpM,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
PW432Yx9_j4,30.0,40.0,"/m/014zdl,/m/04rlf,/m/07pxg6y",0,0,0,1,0,0,0,0
E427ft_W4V8,0.0,10.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
rwfA4VVSXVM,0.0,10.0,"/m/032s66,/m/04rlf,/m/06j64v,/m/074ft",0,0,0,0,1,0,0,0
MUAVcWiCmjE,310.0,320.0,"/m/015lz1,/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
5KgGTZEsMsQ,90.0,100.0,"/m/0463cq4,/m/04rlf,/m/09x0r",0,0,1,0,0,0,0,0
z-vX3rbMF4E,1.0,11.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
qG7fL945iEc,170.0,180.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
H506bKP1Jgs,60.0,70.0,"/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
vBWyyJ9SNj0,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
ZKbQ0AwYzJI,21.0,31.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
BOJN3zbeaJ8,30.0,40.0,"/m/04rlf,/m/04szw,/m/07y_7",0,0,0,0,0,0,0,0
8BC9KX-rGM8,330.0,340.0,"/g/122z_qxw,/m/0g6b5",0,0,0,1,0,0,0,0
5_0MOY-BkAM,70.0,80.0,"/m/032s66,/m/04rlf",0,0,0,0,1,0,0,0
ntVVxpfyebA,0.0,10.0,"/m/07pp_mv,/m/07yv9,/m/09x0r",0,0,0,0,0,0,0,1
Qe34YZza30U,30.0,40.0,"/m/09x0r,/m/0g6b5",0,0,0,1,0,0,0,0
Q96HIGqcdyY,260.0,270.0,"/m/015lz1,/m/04rlf,/m/07p6fty,/m/09x0r,/t/dd00127",0,1,0,0,0,0,0,0
BSPnp8sKxMo,0.0,8.0,/m/014zdl,0,0,0,1,0,0,0,0
iX34nDCq9NU,10.0,20.0,/m/02mfyn,0,0,0,0,0,0,0,1
pIDunZg58dI,30.0,40.0,"/m/04rlf,/m/0l14md",0,0,0,0,0,0,0,0
mQbkosAqnxw,40.0,50.0,/m/0463cq4,0,0,1,0,0,0,0,0
lPAlw0HclGo,410.0,420.0,"/m/032s66,/m/073cg4",0,0,0,0,1,0,0,0
qDdj23xlewA,70.0,80.0,"/m/04rlf,/m/05r6t,/m/06by7,/m/07p6fty",0,1,0,0,0,0,0,0
EqwGFL_t0LM,5.0,15.0,"/m/014zdl,/m/09x0r",0,0,0,1,0,0,0,0
TsPKAj8O5M8,0.0,10.0,/m/02mfyn,0,0,0,0,0,0,0,1
llpnRcwTZ9Y,160.0,170.0,"/m/07p6fty,/m/09x0r",0,1,0,0,0,0,0,0
SF82W4-Kh_I,70.0,80.0,"/m/018j2,/m/04rlf",0,0,0,0,0,0,0,0
ignNu0oPAyM,30.0,40.0,"/m/03kmc9,/m/0dgbq",0,0,0,0,0,0,1,0
12fYNHlTyWc,30.0,40.0,"/m/03j1ly,/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,0
pwKd2U2urvM,230.0,240.0,"/m/02mk9,/m/09x0r",0,0,0,0,0,0,0,0
FQcwXIE6k4o,30.0,40.0,/m/032s66,0,0,0,0,1,0,0,0
7_eqASD-4ts,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
qUyRSUXp_40,230.0,240.0,"/m/03qtwd,/m/04rlf,/m/06by7,/m/07p6fty,/m/0ggq0m",0,1,0,0,0,0,0,0
5cgAwvF40l8,310.0,320.0,"/m/02z32qm,/m/032s66,/m/09x0r",0,0,0,0,1,0,0,0
qcdhhQZVA9o,50.0,60.0,"/m/07p6fty,/m/07rkbfh,/m/09x0r",0,1,0,0,0,0,0,0
LKCrURlIPEc,30.0,40.0,"/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,0
Rd-jUpZsKto,10.0,20.0,/m/032s66,0,0,0,0,1,0,0,0
b4ZbmYukpd4,14.0,24.0,"/m/02mfyn,/m/03j1ly,/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,1
